title,url,publish_date,period,sentiment
Issues our banking sector must address - The Daily Star,https://news.google.com/rss/articles/CBMimgFBVV95cUxPTWltdktKcldTNzl1eDZrVnhPQmMtMXhFYTVqVTV6V2ZvVDBrNFJSVi1XaVVhYUkwcFlEUFJiQkRrY1BUYjJIc0RseFNkSDZlVjdkQkpFaUNnWVhOeGMxc203NUMzVVh0TWFuQkp2S3ZmS3NZc2w4RzkxVkpVbGxEeF9kREdxUWkwQTdJMlFxdjl6WkQ4ZlEycjhB?oc=5,2023-12-05,Pre-August-2024,Neutral
"Tk 92,000cr embezzled through loan scams since 2008: CPD - The Daily Star",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSmFLdmk3bmpZeUlDenRHMGVYYnJHTkpxMlo3WXh6ckw0aG1rcms5QkdDVmJpRVpxUmEyX0pfN0xOUlR1RTMxU292ak43dFBnUmJpUHl1UW9fQy13MUg1QVFmMnRnRVBGWm1EU3V6UGpwc0pJNEJrdkdNUlFtaGxZU3hJOHotcXpmSHktVEJRbDh4bGdTMFlseDJuc1ZVN3JaWFpVR0dFRkUzSWc?oc=5,2023-12-23,Pre-August-2024,Negative
"UNDP, Economic Relations Division Extend Partnership with Signing of Three Project Agreements - United Nations Development Programme",https://news.google.com/rss/articles/CBMiywFBVV95cUxNdDdJRHVpSUJFSDJTVm83THFxR01JWjRoVy1ZZkc1ZUN5ekxTZ3ozZ3BaSktJZWU1SDNtMWtJd21ocmRVc0Q1ZGxsUzh6QTVrTkFuV19QWThMcW0xZUM0UWhUMVpnY0Z6VmtBX3AxUTk4Slg3ekNzdzVLX1ZLajU4NGNFMlFqbDFKQ3pkeTVNcllLai1Wa2hEanprZkFIaFJnUC1YSmx5bXJjRkh2X2ZWMVZiR0pHczBMS0tKeEE1UzB0NVROZXRBNDU5dw?oc=5,2023-12-11,Pre-August-2024,Positive
Nagad's VAT contribution fuels economic growth - The Financial Express,https://news.google.com/rss/articles/CBMirwFBVV95cUxQVVlpOWZ5Q1ljX292VDIwaXdzaVBNamVNM3B4dEdPaVVjSWJoYll0OFNWTk00d2lMUzZXc1B5anhDSzI4TzM2LU1kZHpjbWZRLUdkWS1MVmV1cnN3dGdDX0VrcngyblV2SWFEdzhUTE5ueHdXdUpzallPOG9Vek9UT1A3Mm03Y1NQVjRUSDJXb0RYV01NRkRIUW1wUmNxem00c1FyMzZFeVpka0ZXSHFF0gG7AUFVX3lxTE1vNHBVanNhYVlEdFpINGswRWpHMmt6NnE0Sm1ET2J6NUVTR2J6OEs5X1ZKVWJRT3BnVkhkblU1RXo4WFVsNzdiUFlsd2ZRNzFLWTZVSlI1cWhNeE9Nc0FtcVMyb1ZlWFlxX2htS3BQdFJOZGxlbXhqcmFLRV9sS3ZiVXJJTzFiZ2RTTW52VXJDWjJKdUNmUVVqUzZFUElhQXBsaGJCckUzcnhNT24yNTdSa09nUHlvQWZNSVE?oc=5,2023-12-24,Pre-August-2024,Positive
IMF board clears first review of Bangladesh’s $4.7 billion bailout - FBC News,https://news.google.com/rss/articles/CBMinwFBVV95cUxORXR3T1hEVWhBQ2dnekEtSzJsODNFZXBhdThaU0dvWTIyWVhKVWJ1RHFPQ2FjVExXaHV3Nm9rd1BGbWQ4cnd4ckhZNFRqMVhlLTlnN0w4aVMzZ2E3ZUFqTkpNeXMzTHZLVURjZTd4aGRhWlBsaWc5OGpHNTdhTnJtSHNDYUFZMGRfNi1iS2NMbkpyMU1Bek9DXzZoQ091YjA?oc=5,2023-12-13,Pre-August-2024,Neutral
Tk 922.61 billion embezzled from banking sector in 15 years: CPD - The Financial Express,https://news.google.com/rss/articles/CBMipAFBVV95cUxNeUFsbGFfTzVIUmxKVmxMS0syS3RWQThXWHZUV3ZtdE9oRU5jZFBfcGdRd1NGMjBjT05YdUxRSkxYa3FrQXVHLWs4TXdmVWUtVFlySjNlcXFnVDdxMG5XOUJ6WHlMTkY3ZUNPR0Z5U3ZmcnZvbGlsSjhNQ1k1Z0VZNWwtNUpRNEx6d2V3MkdILXE4MVFIeEdTdUsyZXNxRFZhYUg1Xw?oc=5,2023-12-23,Pre-August-2024,Neutral
"Meghna set to get 4th economic zone, highest among business groups - The Business Standard",https://news.google.com/rss/articles/CBMiowFBVV95cUxNQ1o0YTNQcC12cV9tSGRmRUhlOVN3Nmd5djNWcF9rdkJkSzJSM3JfNkdhbi1NemQ1VXAxU2V4eGdLeGdYZ3RETkxLYW1XSUR2TmZsV19VR2xCVk5zWmdkaEdEUjhsdF9WbWlZYTZmb1BWN0NrbE10djUtQ296R0R0SHBJUDdPYW5ZV2o3RHdqUzFFTy1DMHIyb2ppZGxhVnVSdG5j0gGoAUFVX3lxTE5idEpLeWU3c0hZSy1CRUVvMWpDTUkxWkJJdU1oOVJXaEdUallRbl9DektoS0kzMGVxcFBYWU5hUWhhalpCNExYZ0VwX1BHWkRpbFFORnF5UmFWY0dEc21CVmtjYnd3MDZnNlZFaDR3X0tsY1RSY25WNjRaYXlhLXVYSE4zTV8zY2ZmRXVtb19ZbjY3VGU1X2tXd19fajBVazhkMmd2cFFkZg?oc=5,2023-12-20,Pre-August-2024,Neutral
Seaweed Experimentation: Ray of Hope for the Coastal Belt Fishers’ Families Contributing Blue Economy in Bangladesh - United Nations Development Programme,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNd0hSOXI2M21zQzhJN0Y1cGZORUQ1ZG5GSU5RYzB4NGF0S1U2SUkxNVZFTWtqMndYRzF3VHBTdlhvaEo4dTN2YWJNRDhhSEhQS0syWVJULUZ5YWpBMGJJS0NfTXQxNnNXVWtaVmVGOG5uem9kTmpucUtNb2ZTbFZKZUh3c3AtczJjdUJMTE00Z004MHdXVzVRVkFNWWYyeTFWNGthWmtHU0JRT3dFb0c2YjJaeVF5UzNnaDhCVjRPTTVaTngzZ1Zodm5hS1F4akczb0E?oc=5,2023-12-31,Pre-August-2024,Positive
Bangladesh starts trial tuna fishing from Bay in February - The Business Standard,https://news.google.com/rss/articles/CBMikgFBVV95cUxPV1dIUDk2UlFLOWxvT29pLUw3a1JTYWs2Y05MemdLNWVxaUJEOTNoOGhfU0cyNV9ORHBRbGswNHZXTHBReEhDempyeGRKdFR4eVZyRE55Ulprdko5a2N3REdHazVIOTk4Nm91SHozUjF4Q1psTl9aOEZpaUIxRjdtaXM5RFpGSGdoT1hnSzM5c2JZd9IBlwFBVV95cUxQdkx1ZTJDbWpEYWxXaTZzeEROVzV4ZDl4UVNDaFNXZjg3Ri0xRnpsR1pZSVNuV2k4T0lDZ2RoVTZxSFpBY2lrMFVNX1NLbHhxUEJfUkoySEJSbmZ4dFJocTdxWm1Sb2c0Y2JWb2xhZWtKX0tqNWN3RUZqaWtOdmJRUldJTll0X1pJTW42ZllQQ3gtZTN3OFBB?oc=5,2023-12-17,Pre-August-2024,Neutral
High prices: the cause of sorrow and suffering - The Financial Express,https://news.google.com/rss/articles/CBMijwFBVV95cUxQa0VBdXZYc3pvS2NUTm1IUzN4emVKNUNDX1lLaUtGTVNZb1B5XzBMOXJ6WEg3OTh3dlgxU1BNN0lGd2J3dEpNX1NlZVJXdkh3bU1Hc2NyS2phaTlyUTM3aFREdTIyeUQwRVJSMzRmNWRYakNVd1dwMFVrWXEzelkxenBYNmRocUVQSHVheVpkMA?oc=5,2023-12-24,Pre-August-2024,Negative
RMG sector faces transformational challenges - The Daily Star,https://news.google.com/rss/articles/CBMipAFBVV95cUxNZzlyWEw2ZHFPS1lqV1hPU1hLVmpJVWZ6SHhYVTBlUzhEUjhOS043MmVIQ0FIc2toOVV5TDh4UjRBQ3JuMllWZlNfbmlvMGR1MnJiMWZjUUtwWDJkVXc0Qlh2ZDBDWEpwVGdUcmhRSVRUY2NKNUtYU2Y3Z2hwRTZFRTlSSWhUTWxQWG9fV25YYnBZZU5Na0FrLXRabF9SdkJ5dnFPeg?oc=5,2023-12-03,Pre-August-2024,Positive
BDT 922 billion embezzled from Bangladesh’s banking sector— CPD - Centre for Policy Dialogue (CPD),https://news.google.com/rss/articles/CBMigwFBVV95cUxNOEJyOGxDZmxTMmU0NjdpN21FQW5acWNVcW4zSE92dG1FNGYtZmQ0cnRyMkdsa2NrUU5DRTY0MEpDYURmNFd0MUxQdWJ5dWxUR2NIZ0trZjVGVFREQXRKcXhvc1hQNHNlenVBM0ZSdDlRTWJtckk1UTNGcU9zS01MdXpVaw?oc=5,2023-12-23,Pre-August-2024,Neutral
Bangladesh eyes $1b in wool garments export with Australia partnership - The Business Standard,https://news.google.com/rss/articles/CBMipwFBVV95cUxOc0xEam1hcDB0RkI3Z2Z4LTNtdDdDUHlBMU1IcnF0aGdmQ3JTa3haX3NFZm5XbU1nd2xBQmVzekRaa3EtOHgzX2VVVnRQWFd2Q0lrb2luQUpiXzA3U2NrRnVFdkx4eERDeGtXY0tOMXdEOG9HLUxYQzMzUWZ4MWhkMmtjeFhpMkltNUFXY1BwODBXUFNBY0txQ1VvRXNzSVZiaDJaLUFhTdIBrAFBVV95cUxOLXVWa0hGcXYzVnVFVm04XzF3U3JjTHNnMlRINXlOUXZaNGdfMFhHTHJJUmx5ZVNjdzJIN0lIZGpUVFM2aUliTE40Q0lGdVpqcmRabEVVZDFfUXozbUFBb1RUQkl2ZkViNDRKQmZPWWlIemtURmxmMlE4RTFjR2xPN241c3RsSTA2a1ZjMGM0NWl4SEF0b2lEQXAtRF9XVmoxb2l4ODhHenIxOHRY?oc=5,2023-12-15,Pre-August-2024,Neutral
"Bank deposits in Bangladesh surge on higher interest, lower investment - The Business Standard",https://news.google.com/rss/articles/CBMioAFBVV95cUxPT3lVbHMzRDd0aXlQNTctR0UxS3VYX0RscGpjNjgwRDNGckVGamhma2ozWkxLbjlEbjdWZmhxdmRIVVp3N2ZTT2JPMXRXTVMyRmpJd2p0X21KanlULWFtOEFKajJKLWNNcllwazBFM3hOVFhzeTZCSHlsbmctRFozV2pucXczNWFSWTE2UXI4MDZhVjBFNnpHcDhOLXdXdlgx0gGmAUFVX3lxTFBzZVJLNnE4UHlhSnpCc2pVdDdyUUxneGllQm1PcGZsSHdvdFJXbEl6TWkwczhsRUtrSEV2SjRfZFdSY1Y0OExycTZyT3pfVENhLVJpQ2xPSFgwbHdrSjVVY09LYUZsS3JURWhKLW5JdWVrb0M5SGF4UGFiNi1RUUdUYXV1WERnODlQenBvLXhjbW9GRzFKeTBFcFpIQ3N3cDV3ZEp3UkE?oc=5,2023-12-06,Pre-August-2024,Positive
Bangladesh secures $540m Japanese loan for third Dhaka airport terminal - bdnews24.com,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1FR2JHMnZCdV9xcVF6TS1YaEFXb2ZMaTZQX2FocnNCRDU0ajRMQ0xRcE80dF9QOU5qVFdvZzZQNnA2MjdyTzdLdTMtNTFZSTI3QWg0ag?oc=5,2023-12-24,Pre-August-2024,Positive
"Bangladesh’s exports 2023 | Exports fall 6%, adding to economic gloom - The Daily Star",https://news.google.com/rss/articles/CBMimgFBVV95cUxOX3g3UWt1Y3FBb294V05NZ1UxNkllYU5wcjQ1YXAtcnc1TGk3MzRXM2otd2pYUXBKVDkxdy1WVEgyTXVia0liNDh1VjdfV3dXQVA1cHJxcE5FSkFHOW9RTnNmODVpQ0EyY2doTEpPRDZvcldXLVlxdGUzNDM1ZXpLLW1NZG10UGI5QlUxalJsZlVpWURjQWhSVjdn?oc=5,2023-12-05,Pre-August-2024,Negative
Pran-RFL to start producing essential goods by March - The Daily Star,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNS1Q4LTE5bGt2QnlnYWd0TDNXbWtSd1JZU3JidDVZVENLWmM0MzVpZzVuaWgwdTVHUkRTeHBHclJ3NGNkRmhiYmI0Nl9vSlM5QXQ2NUVscm1mcE85T19HRzJCU1c4UzBJQkFZZWViVkUxN0ZqMDQzNHpFNW9QeUpkVzRMdnBYajJ1eWNtbEh3aDdHNy1Ob05mM2NNUzc2S1pFb3JWcjNXTFM?oc=5,2023-12-26,Pre-August-2024,Neutral
Net export earnings from garments continues to be over 70% - The Daily Star,https://news.google.com/rss/articles/CBMisgFBVV95cUxNODB4cnZHVEpGcGFCamdMblB3UjJYLVQzLUVFMFQyWlVsNm85cFEtMUlnQUU1TERKTUZYMVk1U3drMTI0enVXU2pKbjVod1JSeVJTUTNQZFVwSzBPNkFGNzlwNUtoMkw3Qnljb2M5R3dtUHRBX1lSUDZNXzNMbGFScmJvanZxWFZqR3g5X1pEVkpiYnExZ1NkV0hBUDBZSmRZdHdIeHVHWlBqS21UTlJHOG5B?oc=5,2023-12-03,Pre-August-2024,Neutral
Food security not ensured in 52-yr - dailyindustry.news,https://news.google.com/rss/articles/CBMib0FVX3lxTFBqM2g1eFBhY29hXzZjSTZTR3hLRmFDWnZKZEhfT2ZPTmVFWU9qVDRjaWFYc0xvcHlnaWdKdTdlX29RTWRFcnJkeUFXVURRd2ZmSjE5ZndFM0NUM2FpajVBLVNtNnB6SldSdkJpUmVvdw?oc=5,2023-12-19,Pre-August-2024,Positive
Economy Hangs in the Balance as Bangladesh’s Hasina Hangs on to Power - The Diplomat – Asia-Pacific Current Affairs Magazine,https://news.google.com/rss/articles/CBMiowFBVV95cUxPQUFLUTdCdW91TW5yNVVrWmZUM0xqbURLRDlsX2FBZ3JKeHNBX1pQNFN2V05pNXY2ODduQXJmenNDTE53eWdONVNpYThwN3Z5YXdZTGIxMWI2a1J5dGtWbjRnelBCeDItcEZxRWRWZkJqZDhYMmk3djduMi16NU1RVnlaem5RQkQxQ1dVaW1Sa3JUTDlmRWRuTHNZeEoydUlqY0Qw?oc=5,2024-01-04,Pre-August-2024,Neutral
Study reveals a staggering economic cost of climate change on Bangladesh aquaculture - PreventionWeb,https://news.google.com/rss/articles/CBMisAFBVV95cUxOYUVSZFFwejBzLVhzLXh5bEVLdV95eDZvaHpVU0VRYmptcXZOZ2lqM1VMTlZJQ2NOVW41SzlxNGZ5TllLUEJBLWRXR1gwRmRVNGhXQzV5R3NZOWNGcHRwaTdfUGoxaVdYaEpaOFFUZ0pkSWpEMGd1ZVRHSkpPeUdvWndQU1RUcW1ZZ1RVekoyYm9OZC1WaXozMDV3eDRuX1pRMHVpT3MwM2RWQ0pfTFlYMQ?oc=5,2024-01-09,Pre-August-2024,Neutral
The squeeze on Bangladesh’s garment industry - Lowy Institute,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQkFjNTg0R1Juc2pZOW5CcWJJWkVWRGczNWxVZk8tS0lZbGhGVUdQYzhiUXVXUWxOWmFqUUVSbDdOUTlzempzTXJ0Z3BXcTMzMmNEcnh2RUR2V0FxNktsR1BIMUtQeGViWUxEWUNWRzhHZWF2cDNpQjJrcVdTeGZSWExlVXdPdDVqTDBV?oc=5,2024-01-25,Pre-August-2024,Neutral
Bangladesh Votes for Continuity. It Needs Change - Bloomberg,https://news.google.com/rss/articles/CBMivgFBVV95cUxOZzZoWnBiZVhyU1hjTUNOdjY3ZThaaUNQNE0yWUxjMC1IdTJoNFl0ZTAwNnFBdFZ5QTNibC1EcUI2cXZ0TDV3Z0lvSXkyNGJmZHhLUGdCcTlEa3BPYnoxbDVteVlIcXZjQjVLcVF2WHlZTTNVTVBqNC1HQlVmeXNNdi1mUlpLSzlmMFJXaVpnQUdvVmRMekRpbjFoejhWZkg3UGxHLU1BRnVXVHh2cGx5QktMTGtWLUREN282NWN3?oc=5,2024-01-10,Pre-August-2024,Neutral
Climate change is taking a major toll on agriculture. Here's how to support farmers - The World Economic Forum,https://news.google.com/rss/articles/CBMijwFBVV95cUxNZFhPYjMxQjJUYi0xRnEybXdHeVpPQVJjUGdGOTl5TzJ3RWpYaWVZODlRUUVkVDZNcGRsYk96S29IVDNjd282TWJEVEw1Q3dnTWdQMnBxVE9WM3JoY2V3Y1JZMFFlSElyRVhuWGdQVFFELVNSN2trdXk4dlNvMzJkRnBuSTBqNnBaZ3pXM2gzVQ?oc=5,2024-01-15,Pre-August-2024,Positive
Riaz publishes on Islamist politics in Bangladesh - Illinois State University News,https://news.google.com/rss/articles/CBMikwFBVV95cUxPT1FTRm93VENDenlVbVFzQlNyT2dUMFNpOU5pRFR0QVFpZkFYNHZkcTljVU9XbGVNQVlDdzdXcmNIWjlyRHg1b3Y5M09ZTk95eFloZVVOaU1kQnk4NTJ4OW5aQnhpOWFVOVVFeTlVMDhDLU1lUU5xOC1WdmxyZ3p0OGVYRHdSMDA1TFh2MkhDVWJST1U?oc=5,2024-01-31,Pre-August-2024,Neutral
Navigating Bangladesh’s economic trajectory - Asia Times,https://news.google.com/rss/articles/CBMifkFVX3lxTFBLUnBIT01uRmdaZHo1WGw1Q3lVUU9hRDcybFlXRHZBcHNPNEVFODM0cGpLRFRscTZiV0tENDhEVER3ekQzSGtVWFJuaTZMYXZ4bmsxbGFnbWpTUkxGQjhuUHJaT3RucWFrZUFoZjhFeEFxMVhtZFJqY2xJQ2kxZw?oc=5,2024-01-31,Pre-August-2024,Neutral
What Does Bangladesh’s Upcoming Election Mean for its Foreign Policy? - usip.org,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPMU1qZExUSDN4Sk4tUXAwU0Q2X3Rvck1YWklwUzRyd1ZodTlDX3pVdDFjUU0tM29oUDJCVlBVX3EtRE1UN1ZYQl8taTdDYkFYc0ZfWHRZTlB2b1FHZ3JMbUZaSThrLVVKcVA2aHJRYzVnamJnWFNnalJmNjdVem1XUXItYzZUYXE3RUd6OTBnTHNUWFM4UFJ2NkY0dEFqTnFoRklSdUJFczE?oc=5,2024-01-02,Pre-August-2024,Neutral
Bangladesh’s economic future: A seven-point agenda - orfonline.org,https://news.google.com/rss/articles/CBMikgFBVV95cUxOSWFwOFhjeUU2OUZXUVRnWWl3X2dMT1FrTDV2TndMZlkxU01Ja0RNZzREcDZaYjVNMXRtNVg0WXVNcEdjaWdIck0yS3U4d0xjY0NKTGhTbDZkLUFlM3B1dmlETjRPdnJNdW5PZDhMc0pkQnBPQ2otbllLUHhBMkJodTJyQ0NZZnpEZHdJZVVqWFBKZw?oc=5,2024-01-11,Pre-August-2024,Neutral
Young voters in Bangladesh dream future free from political chaos as nation goes to vote - NBC News,https://news.google.com/rss/articles/CBMitAFBVV95cUxOUFpNMzB2OFY3M05Wc1A4b1RIWDhnQkdhUDQ4T05XcTBkaHZodnJaNVNsc05GdEpKMFFXek11Q2c0dkNzVnlNSTV2TFcwb3l1ZjF4MGpibnNnYXZ1NTZITHExdTBickhZbUlhTmJ2ZWw0QjBDaWtSdi1zZzR6X1ZYUFNlQzRxN05VZHNHREpYWk5jc2Z5VkxsbEpPY1IxYXNoWWVXN2JwbXZhem5sWmZ1anpETVLSAVZBVV95cUxPcEtLSVRzb2pMUVJvb3ZCeDlfYkdWNERxZUM2M0FmMVZBMlFfQTRnYWs4MUZsSlRaNXhTdVJqT3gyNnkzZklmdkJLUUJ3TVBxMGt4Yjcydw?oc=5,2024-01-05,Pre-August-2024,Positive
Beyond the Election: Overcoming Bangladesh’s Political Deadlock - International Crisis Group,https://news.google.com/rss/articles/CBMitwFBVV95cUxPRC1FeGt3SFE2ZUZDX1hhZ2RrYTRxR3I4b05VaFRoSWtfc1RYel94LWdrVE1Sdm0wbkZGci15QnRvVmhUMlc0eXE0Q1J2d3B1eHBGaUZlQ01hTU5XdjdVSlBRQl9obHJYNHlzdklReDhka01JXzdTWFM3QWVZV3M3TVJ4MDFwS0x5WENJbzNqVC1nZFNHbXZGem92Ti0yOXY1SjdsenNXNXRTMU9NT2tpYWgxX0JJVlE?oc=5,2024-01-04,Pre-August-2024,Negative
Bangladeshi farmers eye moringa as a climate and economic solution - Mongabay,https://news.google.com/rss/articles/CBMiowFBVV95cUxQZ1BmbS1tcEZOQU8wdk1UZmRPWnpxQkVWN0FaNVVOczFWeVFnMmtsZGRSN3JqM3BIZE81MVc3ckkzSWJ5enRqRVg0cU9hQzRESG5HT0tSaEFpck9VZGtoR1MtQ24zZW5XQl9qdDVnZEtyeERPN0lIZ0RVNzA2OFkyRHVFdWMtRFRQUTJuQWJhUWpXSUlrS0RwRVFBOENET0FsRlhj?oc=5,2024-01-22,Pre-August-2024,Positive
"Bangladesh: Citing ‘dangerous decline’ of human rights, experts urge key reforms - UN News",https://news.google.com/rss/articles/CBMiV0FVX3lxTE9PeC1faDl5YWFNbDJZMWRzNUZSUmR6LXNmUEM1YTBldUNING1xM1FuZkViQUR6Ulk2UGdUZEMtTWx4ZFNWZkpaTFBwellxSG1jQ1pxUnB4TQ?oc=5,2024-01-24,Pre-August-2024,Neutral
Bangladesh’s Political Odyssey - Asia Society,https://news.google.com/rss/articles/CBMiekFVX3lxTE43OFpKLTk1c0FXTy1mQTlPcEotb3pMeXVYRUdWV3ZWeWduMkdYejV4M0hRX2o0aDVKc2JjVUFoZWVfU2RqVmY1Q1RBWjhjNWV5cC0zMlBGbTljN0p0WEVNdnVVdVBlUTl0YTM4SG5xV2RCWXhqQjVxYVRR?oc=5,2024-01-19,Pre-August-2024,Neutral
Why Bangladesh’s best minds are moving abroad | D+C - Development + Cooperation - dandc.eu,https://news.google.com/rss/articles/CBMiugFBVV95cUxQdzg2eXdQeC0xZEgtNUhKbXhMWFY4TWxtQUhfMjJ2cVRxSENuanJobHdkTER1bFBfWUxVeC1zX2RvbEdhQmFiMEMwYURreV9CcnlUai02NWdHQWZhLUdPVXhfZ0RKWUxLQnJTX2RMOURxYXpBZDZTZjJwN3VHUjBmUDFCWFM3NVBBV3Q1cUFFSmNMSVowSHNfaFdyOFAtS1VXVWpROVRhZ2d5YzV4bDE2UU1jc0xTaTZIcnc?oc=5,2024-01-30,Pre-August-2024,Positive
Marine renewable energy harnessing for sustainable development in Bangladesh: A technological review - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTFBkWnJwdXZDVkFYTkh0dkNiOVA3eUo3QUNCTTJ0Z2Uzc3BMWGRvdU9XRXFvdnNHTTZFTE96VlJnRkFvN3JGSHNkRFdmM1NZTmItVGpUSVZPa0s0d0cwOXhNVDFWZnVqNXdQTWxRdHdBM1czRjg4Tnc?oc=5,2024-01-15,Pre-August-2024,Positive
Bangladesh election: Lopsided polls leave disillusioned voters asking 'what's the point' - BBC,https://news.google.com/rss/articles/CBMiV0FVX3lxTE40dUVNVHpqdkNuMjl4OHBJb3NtSVllTkpJQlVhdUdLaTRwZ3plemR4WDVoSk5FcE56a05pSHRzWWlIMmZVRkNmUWMxVGo1aWJsblV2bHBRb9IBXEFVX3lxTE5Lb25NTEplZjZLQWRva1ZfYmFpWlVpR042ek1FQk5JVmFENmlFajFWeFBBZklBZzZsQU9XSUdGNnlrRW9aVno0cmdTeGpYX1c3YUhxRG9rTWt4QkUz?oc=5,2024-01-04,Pre-August-2024,Negative
Japan and Bangladesh to negotiate economic partnership agreement - Nikkei Asia,https://news.google.com/rss/articles/CBMivgFBVV95cUxPWWxCTXJ4VzNUNFVSMW54WF8tTl9QSFhPR1dBRVB5Z3NNY0ZaaVY4aHdPakw2MHBLd2hIWlV5cGt1NEczSERyMWZmdW1Xc1dLcGNBdV9xVmduMmRuOWQ2Wmxub1VBX09MR0gyUEFxMkRaRkZ4TTFXZW1qXzE4LWVzaVppUTdrNWd6Mlp6MnVIMjZ5OVdPNEJxQ2Q5YzAtNGFOcnRNUFNOcXI4WUVZYUdjTFRFV244Q0xCWHNwbG5n?oc=5,2024-01-21,Pre-August-2024,Positive
Bangladesh’s crumbling democracy no roadblock for superpowers - 360info.org,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOE1aRGNiOGt1VVFHQXQ4bk5TNGJWbkV3Sl9HNEpmdC1pWlNFYXdHR0hvdWdkZWhQVVNSLWNGMEtRS0k4MEVkaDNpc3JvU3JnTGNCV3BRdXYyT0Y2bmRYc1FUc082WENkd0YzM1VsTWY0UzQ5eU4xYWc1ZXQ3dkI0UlZsNnh1eUY4?oc=5,2024-01-04,Pre-August-2024,Negative
"As opposition boycott tarnishes vote, young Bangladeshis seek new narrative - Al Jazeera",https://news.google.com/rss/articles/CBMitAFBVV95cUxOMm50a2RaM1Vac3lkLTVYdnlReGMyb3BFcGRkRXJ6UDJJQUZUX2hYajlqV1h3X2V4QkRQSEhqZ2hWbm9kM0NVa3V5NmE3Q0lNN2JsLWxXbVRiaGZWYlMxVHdORmFMQVRxTUhHNGZxUkRFVEpCQW42NlBXZjc5VlhiOUotcjBSSTlONHFFb0RNUzFrQXM4c3BIWUVtWG9oR1lFMXBBZG9QU2NISzJvNk9MdGxseDTSAboBQVVfeXFMTzJlelplM3RncmFKNDlaXzVXaWF0OThBd21PNjlTd0hhTk01OGp4S0plaElYa3k3UENhN2lmdHRkR2YzNTdCMzllOWFVN0RGMGlWMzZBcWVXMVQxcFhaSEF4QzJYSG5ad1RNYWx6WGltOHpqQ24xZDhEZlhwV2hEUjlQRlcwWnduejJkRXNLZ3JzSUpFSm1JVVdWVWY3RU5MZVRzTUpBMVdZS3A5d1FMczhwREJPVFJ6a1Nn?oc=5,2024-01-04,Pre-August-2024,Negative
Economic problem in Bangladesh | What lies ahead for Bangladesh’s economy? - The Daily Star,https://news.google.com/rss/articles/CBMilgFBVV95cUxPbUp0X0tXY2R1ODlHRE1sUkFueVNOaTZ6VUF6aV91TVQtNXlia01RZnNkZzdsS1RNaUpzOWQ4TEFpcEhVLXVmMWFKSC1XR2VLTXBDWmFneXV2OGp1ZGs0SjEwQVlVOWxpU3YzejVGQWZwQjd4Z0RrZ0U5d3RMTU9vblVoYU1kVWRQQXk1TVc0VTlVRzNOaXc?oc=5,2024-01-09,Pre-August-2024,Negative
A one-sided election risks Bangladesh’s future - 360info.org,https://news.google.com/rss/articles/CBMidEFVX3lxTE41Nm1PRXhJTzdwbmxOS1JLa3RWM0ZSVzdJZU43SzlFTi1UT3F2b1BsZFZVX1dTNF84OUlicXJZNlVwMjFWRU5CWlZHTFJxT1drU095bkQwZmN4NnlEMlYxVnpQVElCZkE1MGN6SWRWZ0J2U0l2?oc=5,2024-01-04,Pre-August-2024,Negative
Bangladesh: What's next after PM Sheikh Hasina's reelection? - DW,https://news.google.com/rss/articles/CBMikwFBVV95cUxQeTgyOXIxcHhqbTdPbGdnVHNvbmRObnlJWmt2aVJXUHJJcFIyLUxZMGlFY3dCR1BRQU5HdGdxN3JyTHNVRG9JbERoTGlIcGphUlB3NUphelNVTmt5aWNuSXFrWEh6aE9jc1BRSnN1VGZkVUdnVHphSmZDVW13Qk5QbWJLc1JQaGRlNHJZXzZ2Vm9XczTSAZMBQVVfeXFMUC05UmpWN1VYTFZQZl91dkNQZ0NtcVh3Qy1uS1lrVTFxNWNJV2ptX1RSblZVWkJ3X0RzM3gxbDBlRmgzUHV6VVpEaWZtdTRkUXUzeXpMYTBNODlRcHNzVXVCNi1PM2wxN1B1MDY4Y1g5YklpWjFhVUF4VWo0cHhDODkyS2MzNlJRd05MZGlIRV9SYVNn?oc=5,2024-01-08,Pre-August-2024,Neutral
Bangladesh-South Korea Relations in 2023: Issues and Directions - The Geopolitics,https://news.google.com/rss/articles/CBMilAFBVV95cUxQVkFfZDhtQVJMdmdWZnBZTDlZZlk0bUxSUFhRQTBNeEVuWl9McjJRSUliLV9jTzVsWmFGMnJoWkdac3Z5Nk9taWR0WWdVQXJWNE1rRnZaT2hLT1I5TFNmX0cxVExXNU93Ymx1QlpFUVZBR1dYZE51MGc2X0UxLUJveXowUGswQTgxUW8tOFpLWnBtb2dU?oc=5,2024-01-24,Pre-August-2024,Neutral
